	content	language
40	los derechos de autor según la convención de Berna. ​ Un autor también puede copiar contenido de otro con el permiso correspondiente —sobre todo en el caso de contenido con licencia libre—, sin embargo no podrá usarse un contenido que prohíbe su distribución, reproducción o modificación de una manera ilícita, porque ello limitaría su utilización con seguridad y acarrearía problemas con las políticas. Por ello, en la Wikipedia en inglés puede aparecer cualquier imagen ilustrativa siempre que lo haga de manera lícita. ​En su número de agosto de  , la revista Algarabía incluyó, a modo de crítica de lo falso y de la práctica, en esta enciclopedia, del copy-paste, el artículo «Creacio	es
41	nismo», elaborado justamente a partir de una imitación del proceso de edición de artículos con el código wiki. ​Los ejemplos dados por Assouline sobre la excesiva extensión de unos contenidos frente a otros fueron refrendados por un estudio dirigido por la Universidad de Minnesota, junto a otras tres, en  . La conclusión fue que la Wikipedia en inglés mostraba que los artículos realizados por mujeres, presumiblemente destinados más a un público femenino, eran significativamente más cortos que los redactados por hombres o por hombres y mujeres. En ese mismo año la Universidad de Oxford demostró que el   % de las referencias a localidades se situaban en Europa y América del Norte, d	es
42	"el mismo modo que la Antártida contaba con más artículos que África o Sudamérica. ​Para Assouline et al.   Wikipedia está matando los valores de verificación y consulta de fuentes primarias que deben tener los periodistas, historiadores o profesionales del conocimiento en general. Según el autor ""esta enciclopedia en línea es también el instrumento ideal para desinformar"" al ser editada por partidos políticos y otros grupos de presión. ​ Además presenta problemas en la diferenciación de lo importante y lo superfluo: así, en la versión francesa, la entrada sobre Albert Londres comenzaba diciendo «periodista judío francés  » como si su religión fuese el segundo dato más importante d"	es
43	el resumen, incierto al mismo tiempo por ser londinense y católico, fruto de una campaña para desacreditarlo haciéndolo pasar por judío. Otro ejemplo era el artículo sobre Alexandre Solzhenitsyn que dedicaba la mitad de su contenido a la relación del escritor con España, por haber realizado un comentario sobre Francisco Franco que no gustó al redactor. ​Según la tesis doctoral de Ortega Soto   las principales versiones de Wikipedia   estaban perdiendo usuarios porque los nuevos editores no compensaban en número a los veteranos que abandonaban la edición. Además había disminuido el tiempo medio que un editor tardaba en desistir. Esta tendencia la confirmó en   Tom Simonite, del Ins	es
44	tituto Tecnológico de Massachusetts  , cuando confirmaba que la propia Fundación Wikimedia reconocía que la enciclopedia en línea tenía problemas ante la carencia cada vez más acusada de voluntarios. ​El contenido textual está bajo las licencias GNU y Creative Commons; la última versión se actualizó mediante una votación entre el   de abril y el   de mayo de  . ​ Mediante el lema La enciclopedia libre se entendía, al modo del software libre, como un producto de distribución gratuita y sin restricciones. Así también, se considera software por la codificación de MediaWiki, bajo GPL. Esta redistribución presenta el requisito de que debe ser acreditada, es decir, debe mencionarse su a	es
45	tribución, ya que la licencia incluye Share-Alike; además, es necesario conservar esta licencia —u otra similar— evitando su protección de distribución. ​ Sin embargo, se había estado trabajando en el cambio a licencias Creative Commons, porque la GFDL, inicialmente diseñada para manuales de software, no es adecuada para trabajos de referencia en línea y porque las dos licencias son incompatibles. ​Dos de los proyectos de la Fundación Wikimedia actúan como complementos del resto de los proyectos, incluyendo a Wikipedia. Uno es un almacén de contenido multimedia que los editores del resto de los proyectos pueden incrustar a modo de ilustraciones, y el otro se encarga del software q	es
46	ue sustenta a todos los proyectos: ​Según un análisis publicado el   de abril de   por el investigador español José Felipe Ortega, del grupo Libresoft, de la Universidad Rey Juan Carlos, Wikipedia había sufrido «un descenso notable de editores» en todas sus versiones lingüísticas entre   y  . La noticia fue ampliamente recogida por los medios de comunicación. ​ Esta última afirmación fue desmentida por Jimmy Wales, fundador de Wikipedia. ​Wikipedia se ejecuta sobre el software libre MediaWiki en un cluster —agrupación— de servidores situados en Florida y en otros lugares del mundo:   máquinas en Florida,   en Ámsterdam y   en las instalaciones coreanas de Yahoo! ​ MediaWiki es la	es
47	fase III del programa, cuya historia de desarrollo es la siguiente:La Fundación Wikimedia describe los siguientes cargos administrativos principales, innecesarios para editar, pero sí necesarios para asuntos de protección y coordinación en el software: ​Wikipedia es una enciclopedia libre, copyleft y colaborativamente editada lanzada en  . En   años de su recopilación se convirtió en una de las más importantes obras de referencia y en uno de los sitios más visitados de Internet. Es desarrollada por entusiastas de todo el mundo en más de   idiomas .Dos de los principales motivos por los cuales Wikipedia es criticada en cuanto a la exactitud y fiabilidad de sus contenidos son la per	es
48	"sistencia de detalles erróneos difíciles de detectar —imprecisiones no necesariamente malintencionadas, pero que pueden permanecer en un artículo por mucho tiempo—. ​¿Cuándo puede usarse contenido sin violar los derechos de publicación de las personas?:
Estos derechos son relevantes para cualquier trabajo que contenga temas humanos, tales como fotografías, audio o vídeo entrevistas, obras de teatro, canciones y obras de contenido hablado o visual. Al transmitir este tipo de contenido, incluyendo las voces o imágenes de alguien que no sea usted mismo, puede que tenga que pedir permiso a las personas si usted está usando su voz o imágenes con fines comerciales. Esta es una obligació"	es
49	n distinta e independiente de la obtención de la licencia de derechos de autor para las obras en sí, que solo le da una licencia del autor —o el fotógrafo—, pero no de los sujetos. Las licencias Creative Commons no dejarán sin efecto ni afectarán a los derechos de privacidad de los sujetos.Creo que uno de los problemas graves es la cuestión de autoridad. Es muy común que una persona que se considera una autoridad en cierto tema quiera influir en cómo se desarrolla tal tema en Wikipedia y termina enfrentándose a un grupo de editores activos que no conocen tanto del tema pero sí de políticas de la Wikipedia en español. Esto lleva a enfrentamientos con base a argumentos de autoridad,	es
50	y estos enfrentamientos suelen terminar con que un bibliotecario ejecuta un consenso basado en políticas creadas por editores activos y no por expertos del tema.Por su parte los actos vandálicos, modificaciones inapropiadas u ofensivas de los artículos que entorpecen el desarrollo del proyecto, constituyen un importante factor en las problemáticas de contenido, cuya solución a largo plazo no pasa —como sucede en los otros dos casos— por una mejora constante de la calidad ni por la incorporación o ampliación progresiva de artículos. Mientras que las inexactitudes de contenido y las tendencias de crecimiento irregular ​ pueden ser subsanadas a medida que siga evolucionando el proye	es
51	cto —y aumenten las ediciones de artículos—, el vandalismo representa una amenaza constante que se incrementa en proporción al crecimiento exponencial de Wikipedia. Por ejemplo, la exposición a una mayor afluencia de visitas a los artículos publicados en varios medios de prensa implicaba un porcentaje muy alto de vandalismos —incluidos de personajes públicos—, casi tanto como el de cambios constructivos. ​ ​ ​Debido a sus méritos y popularidad, el sitio web ha obtenido a lo largo de los años varios galardones y menciones. ​ Algunas muestras son las siguientes:Según declaraciones oficiosas de un bibliotecario colombiano de la Wikipedia en español, existe un problema de comunicación	es
52	entre los bibliotecarios de esta Wikipedia en el ejercicio de las políticas y algunas personas que se consideran expertas en determinados temas, y este problema redunda en perjuicio para la enciclopedia. También afirma que los bibliotecarios de la Wikipedia en español eliminan más artículos que los de otras versiones de Wikipedia. ​ En cualquier caso, las declaraciones de los usuarios de Wikipedia, ostenten cargo administrativo o no, deben tomarse como una mera opinión personal sin la menor representatividad, puesto que, si bien los bibliotecarios son elegidos democráticamente por el resto de los usuarios, entre sus funciones no se encuentran las de representar a la comunidad o a	es
53	Wikipedia ni la de establecer autoridad más allá de la que les confiera el ejercicio de las políticas. ​Wikipedia es uno de los sitios web más visitados y referenciados del mundo en Internet, y consecuentemente es uno de los primeros sitios —o incluso el primero, en muchos casos— de entre los que aparecen en los resultados de los motores de búsqueda. ​ ​ Este hecho, sumado a la influencia cada vez mayor de Internet sobre las personas, trae como consecuencia un enorme impacto popular de la enciclopedia colaborativa a todos los niveles, impacto que se va acrecentando a medida que pasa el tiempo. ​ ​El sitio web de Wikipedia está mantenido exclusivamente por la Fundación Wikimedia,	es
54	una organización sin ánimo de lucro instituida bajo las leyes de Florida   cuya finalidad es promover en el mundo apoyo económico y social para varios proyectos colaborativos de contenido libre. ​ ​ Su existencia fue oficialmente anunciada por el director general de Bomis y cofundador de Wikipedia, Jimbo Wales, el   de junio de  .Otras versiones publicadas por la Fundación Wikimedia fueron las distribuciones en soporte físico sobre CD   y DVD  , en las cuales se incluían las versiones en alemán, polaco, portugués e inglés. Estose hace mediante el software libre Kiwix que permite su instalación directa. Estas características permiten quesea posible ser usadas en computadoras sin co	es
55	nexión a internet, permitiendo la interactividad y comunicación entre diferentes puestos como por ejemplo centros infantiles. ​Desde su nacimiento, Larry Sanger ya discrepó por la posible falta de veracidad, y le siguieron después otros autores, caso de Arias Maldonado   o Assouline et al.  . Incluso los que la defienden como una obra documentada, caso de Tim O'Reilly, la colocan en los últimos puestos. ​ Ndesanjo Macha indica que muchas veces lo más enriquecedor está en las discusiones y no en el artículo propiamente dicho, porque allí pueden reflejarse mejor los distintos puntos de vista y las lagunas existentes.En otras ocasiones los errores llegan por la confusión. Algunos han	es
56	confundido «Wikipedia» con «WikiLeaks», ​ un sitio de almacenamiento de documentos filtrados conocido por la polémica del cablegate. Jimmy Wales, cofundador de Wikipedia, explicó que, cuando en   WikiLeaks comenzó sus actividades, se presentó como la 'Wikipedia de los secretos'. Cuando Wales fundó Wikipedia creó una organización llamada Wikia. Esta organización se encargó de registrar los dominios bajo el término Wiki, y permitió a WikiLeaks en sus comienzos la utilización del término Wiki y su dominio correspondiente. No obstante, actualmente —enero de  —, los dominios adquiridos por WikiLeaks están a punto de caducar, y Jimmy Wales no tiene intención de renovar el contrato ya q	es
57	ue, en sus propias palabras, no desea que Wikipedia se relacione con WikiLeaks. ​A pesar de que cada vez más personas se informan en Wikipedia, este sitio web ha visto una baja significativa en sus visitas en el buscador Google, unos   millones en tres meses   que representa cerca del   %, así lo informó un estudio de Similar Web, empresa británica de tecnología e información y luego corroborado por el cofundador de Wikipedia, Jimmy Wales. ​ Una de las razones de esa brusca caída puede ser que el buscador da una referencia directa a Wikipedia al lado derecho de la pantalla, lo que quitaría la necesidad de clickear el enlace. ​Un estudio sobre el tratamiento desigual en los conteni	es
58	dos de la mayor enciclopedia de la web dio cuenta de que solo las grandes mujeres están bien representadas en la enciclopedia y los artículos sobre ellas presentan desigualdades de género. ​ ​Para todos los ejemplos citados y sus variantes, aparte de las medidas correctoras llevadas a cabo en forma de reversión, aviso o bloqueo, la comunidad de wikipedistas crea y mantiene —al igual que sucede entre programadores voluntarios en entornos de software libre— toda una serie de herramientas e implementaciones técnicas destinadas a actuar contra el vandalismo, desde foros y canales específicos de IRC hasta programas paralelos de detección y aviso, pasando por usuarios que son en realida	es
59	d programas bot cuya misión es exclusivamente combatir los actos vandálicos. Parece que con dichas modificaciones ese problema comenzó a estar bajo control desde  , pero limitó las posibilidades de supervivencia de Wikipedia. ​Para Bob McHenry, exeditor de la Enciclopedia Británica, uno de los mayores riesgos a los que se enfrenta Wikipedia es la entrada de personas convencidas de que su punto de vista es el verdadero, impidiendo incluir cualquier otro. Por esta razón, lo realmente valioso puede aparecer en las discusiones y no el artículo, como confirma Ndesanjo Macha. ​En agosto de  , la Fundación Wikimedia lanzó una aplicación oficial de Wikipedia para el iPhone y el iPod Touch	es
60	que se puede descargar de la App Store. Esta aplicación es libre, gratuita y solo funciona en el iPhone  G o en versiones más recientes. ​ También hay versión para Android. ​ En cuanto a acceso mediante sitio web, ya existían alternativas como el sitio Wapedia; sin embargo, Wikipedia cuenta con su propia versión móvil del sitio, disponible en línea.Nota: No debe confundirse Wikipedia con la Fundación Wikimedia, la organización no gubernamental que mantiene al sitio web Wikipedia.Al día de hoy, en la edición en español hay registrados       usuarios, de los cuales menos del  ,  % son usuarios activos —usuarios que han realizado al menos una acción en los últimos   días—. De acuerd	es
61	o a Christian Stegbauer, un sociólogo alemán, «por el número de colaboradores no puede definirse si Wikipedia es democrática o no». En sus propias palabras, y refiriéndose a la Wikipedia en alemán: «nuestra conclusión es que en el fondo son menos de   personas las que deciden sobre esta enciclopedia digital». ​Regularmente operan en Wikipedia varios sistemas de edición automática. Se denominan bots —contracción de robot—, y cumplen la realización de ciertas tareas tediosas para los editores, como la creación de enlaces entre las distintas ediciones de la enciclopedia, pequeños ajustes internos del código wiki, la corrección de faltas ortográficas, etc. Algunas ediciones de Wikiped	es
62	ia utilizan también bots para la creación masiva de artículos, normalmente esbozos. Para ser considerados como tales deben tener al menos el afijo BOT y un supervisor, el cual es el usuario propietario. ​En  , varios centros educativos de los Estados Unidos prohibieron el uso de Wikipedia desde sus instalaciones por considerarla poco fiable. ​ También en el mismo año,     usuarios solicitaron a través del sitio web Care   la retirada de las imágenes sobre Mahoma en los artículos de Wikipedia. En este caso la petición fue rechazada. ​Otras críticas, además de en su precisión, han estado refiriéndose a la violación de la intimidad de algunas personas, ​ ​ a la adición de imágenes in	es
63	terpretadas como pornografía infantil, ​ ​ la escasa certeza en las entradas sobre temas de salud, ​ o a la creación de artículos biográficos sobre animales. Algunas denuncias llegaron a ser muy notorias y graves como el uso del escudo perteneciente a la Oficina Federal de Investigación en uno de sus artículos. ​Pero no solo se trata de ediciones dentro de artículo, también existen artículos enteros falsos. ​ La Wikipedia en inglés posee una entrada dedicada solo a ellos, como también la Wikipedia en español. La existencia de artículos falsos con una duración de casi diez años siembra dudas sobre la capacidad de Wikipedia para autocorregirse. En otros casos, además de la duración	es
64	destaca los sucesivos filtros por los que pasaron, caso del Conflicto de Bicholim que fue redactado sin que nadie se percatara del fraude, propuesto a Bueno, elegido como Artículo Bueno, propuesto a Destacado y rechazado por cuestiones técnicas sin que nadie comprobase la veracidad de los contenidos. ​ De manera similar pasó con el artículo Cayo Flavio Antonino, supuesto asesino de Julio César, cuya entrada permaneció ocho años en forma de esbozo. ​ Uno de los más controversiales fue Santiago Swallow, conferencista ficticio creado por Kevin Ashton y que fue descubierto al publicarse un artículo de prensa donde el autor declaró que «invirtió   dólares para hacerlo famoso». ​ ​ En	es
65	se desarrolló un algoritmo hecho por la Universidad de Nanjing de Correos y Telecomunicaciones sobre la base de la red bayesiana, método similar a la detección de correo basura; se piensa que el sistema se implementará en un futuro próximo. ​Un ejemplo paradigmático de vandalismo masivo se produjo el   de julio de   como consecuencia de una llamada a la participación por parte de Stephen Colbert, un conocido humorista y presentador de la televisión norteamericana, en una sección de su programa The Colbert Report que tituló Wikiality: ​ Después de algunos gags en torno a la posibilidad de cambiar la ubicación de estados y países en sus respectivas definiciones de Wikipedia, animó	es
66	a los telespectadores a modificar la entrada 'elefante' para que constara que, en lugar de disminuir, la población del elefante africano se había triplicado. Como resultado inmediato, hasta veinte entradas de la Wikipedia en inglés que hacían referencia a elefantes fueron bloqueadas por sus administradores, o bien pasaron a estado de semi-protegidas, solo modificables por usuarios registrados con un mínimo de antigüedad.Un tema de controversia en ciertos medios es la labor de algunos administradores —«bibliotecarios»—, que se extralimitan en sus funciones bloqueando a otros usuarios y generando enfados, razón por la cual varios quieren mantener su incógnito por miedo a represalias	es
67	. ​ También el ambiente de Wikipedia permite e incluso fomenta ese tipo de actuaciones; pues, según Arias Maldonado, ​ una de las partes divertidas de Wikipedia es conspirar. Una evidencia por parte de FiveThirtyEight sobre los   artículos más editados de la versión en inglés muestra que los temas más controvertidos para la Wikipedia son los deportes, personajes del entretenimiento norteamericano, política y religión. En el top de la lista están los artículos sobre Estados Unidos, Michael Jackson, Jesucristo y los luchadores de la WWE, el último mucho mayor que el artículo del Real Madrid. ​En octubre de  , debido a la aprobación de la ley mordaza, la Wikipedia en italiano tuvo qu	es
68	e suspender las actividades por temor a la severas multas que ejecutarían en sus contenidos biográficos. ​ De manera similar, en enero de  , la versión inglesa se autocensuró para protestar a la ley SOPA durante un día entero. Uno de los delegados de Twitter, Dick Costolo, consideró al sitio web que «cerrar un negocio global por un solo asunto de política nacional es una locura». ​ ​Aparte del sitio web, se han elaborado otras versiones alternativas que cumplen la misión de visualizar artículos a pesar de las críticas a la censura de artículos.Se ha comprobado que determinados usuarios crean las llamadas cuentas de propósito particular; estos usuarios se registran con el único pro	es
69	pósito de introducir información que beneficie sus propios intereses, motivo por el cual en numerosas ocasiones sus ediciones son sesgadas, parciales o inútiles desde el punto de vista enciclopédico. ​No obstante, tiene numerosos detractores. Entre ellos, algunos la han acusado de parcialidad sistémica y de inconsistencias, ​ con críticas centradas sobre lo que algunos, como Larry Sanger, han convenido en llamar «antielitismo», ​ y que no es otra cosa que la política del proyecto enciclopédico de favorecer el consenso sobre las credenciales en su proceso editorial. ​ Otras críticas han estado centradas en su susceptibilidad de ser vandalizada y en la aparición de información espur	es
70	ia o falta de verificación, ​ aunque estudios eruditos sugieren que el vandalismo en general es deshecho con prontitud. ​ ​Para la visualización de artículos, la fundación Wikimedia rediseñó la interfaz con un tema o tapiz que se conoce como vector, creado en  . ​ ​ Antes de la actualización, años atrás existía una interfaz clásica conocida como Monobook con limitadas características. ​ Dentro de la interfaz, existen variedad de mandos usados para navegar o editar páginas. Por ejemplo, para buscar, ir a otros enlaces o ampliar imágenes como otros sitios web. Además, mediante las pestañas, pueden navegar, interaccionar o colaborar con otras páginas. Aunque algunas actividades de ma	es
71	"ntenimiento, son ocultas para los usuarios no registrados en el proyecto.Para editar un artículo se recurre al código wiki en una caja de texto a través de la pestaña ""Editar"" que no siempre está disponible en caso de alguna prevención contra el vandalismo. Entre sus mandos, no se asemejan al clásico HTML; por ejemplo para los enlaces se usan corchetes, signos iguales para los títulos, entre otros, lo cual puede dar una mala impresión a aquellas personas que no tengan conocimientos en Informática. ​Hay controversia sobre su fiabilidad y precisión. ​ La revista científica Nature declaró en diciembre de   que la Wikipedia en inglés era casi tan exacta en artículos científicos como l"	es
72	a Encyclopaedia Britannica. ​ El estudio se realizó comparando   artículos de ambas obras por un comité de expertos sin que estos supieran de cuál de las dos enciclopedias provenían. El resultado fue que Wikipedia tenía casi el mismo nivel de precisión que la Enciclopedia Británica, pero tenía un promedio de un error más por artículo. ​ Por otro lado, y según consta en un reportaje publicado en junio de   por el periódico español El País, un estudio de  , dirigido por el periodista francés Pierre Assouline y realizado por un grupo de alumnos del máster de Periodismo del Instituto de Estudios Políticos de París para analizar la fiabilidad del proyecto, se materializó en el libro La	es
73	revolución Wikipedia   cuyas conclusiones eran bastante críticas. Entre otras cosas, afirmaba que el estudio de Nature fue poco estricto y sesgado, así como que, según su propio estudio, la Britannica continuaba siendo un   % más fiable que la Wikipedia. ​En  , Alison J. Head y Michael B. Eisenberg publicaron una investigación sobre el uso que dan a la Wikipedia los estudiantes universitarios. El estudio tuvo lugar en siete universidades de Estados Unidos, y tenía como objetivo mostrar con qué frecuencia, motivos y en qué momento de un trabajo académico, se utiliza esta enciclopedia. El resultado la posicionó como la sexta fuente de consulta y la segunda no académica; la enciclop	es
74	edia predilecta para obtener un trasfondo general sobre un tema. Se ubicó por delante de sitios gubernamentales, compañeros de clase, colecciones personales de libros, y la Enciclopedia Británica, que quedó relegada al undécimo puesto  . ​ ​Fue creada el   de enero de   por Jimmy Wales y Larry Sanger, ​ es la mayor y más popular obra de consulta en Internet. ​ ​ ​ Desde su fundación, Wikipedia no solo ha ganado en popularidad —se encuentra entre los   sitios web más populares del mundo—, ​ ​ sino que su éxito ha propiciado la aparición de proyectos hermanos: Wikcionario, Wikilibros, Wikiversidad, Wikiquote, Wikinoticias, Wikisource, Wikiespecies y Wikiviajes.Cada capítulo de Wikip	es
75	edia cuenta con un grupo de personal, encargado en la cooperación. Dentro de esta lista se mencionan a administradores, cuyas funciones fundamentales son hacer mantenimiento —tal como borrar artículos, bloquear vándalos y otras funciones— y estar al servicio del cumplimiento de las normas que la rigen. El capítulo con más administradores es la Wikipedia en inglés, con un total de más de  . ​Los artículos evolucionan con el paso del tiempo, y esto es visible en su historial de ediciones. Habitualmente, una parte de las ediciones son vandálicas —de contenido no relacionado con Wikipedia o con información falsa—, y en ocasiones editores con puntos de vista encontrados producen lo que	es
76	se conoce como guerra de ediciones. Esta se produce cuando dos o más editores entran en un ciclo de reversiones mutuas debido a disputas causadas por diferencias de opinión sobre el contenido del artículo. No hay que confundir vandalismo —que frecuentemente afecta una sola vez a un artículo o artículos— con guerra de ediciones, la cual afecta repetidas veces a un mismo artículo en un breve lapso. Entre los artículos vandalizados frecuentemente en la edición en español destacan: George W. Bush, Benedicto XVI o Testigos de Jehová; mientras que artículos con fuertes guerras de ediciones son Cuba o Comunidad Valenciana, debido a la disparidad entre las opiniones de sus redactores.Wik	es
77	ipedia es una enciclopedia libre, ​políglota y editada de manera colaborativa. Es administrada por la Fundación Wikimedia, una organización sin ánimo de lucro cuya financiación está basada en donaciones. Sus más de   millones de artículos en   idiomas han sido redactados conjuntamente por voluntarios de todo el mundo, ​ lo que hace un total de más de   millones de ediciones, y prácticamente cualquier persona con acceso al proyecto ​ puede editarlos, salvo que la página esté protegida contra el vandalismo para evitar problemas y/o trifulcas.Otro estudio realizado por la Universidad Carnegie Mellon y Palo Alto Research Center sobre las mayores categorías de artículos en la Wikipedia	es
78	en inglés desde julio de   hasta enero de  , arrojó los siguientes resultados: ​El proyecto Wikipedia se inició el   de enero de  . El artículo más antiguo que puede encontrarse en Wikipedia es UuU, creado el   de enero de   en la versión inglesa; consistía en tres enlaces hacia sendos artículos sobre el Reino Unido, Estados Unidos y Uruguay. ​ Larry Sanger pasó a colaborar con Wikipedia y trabajó activamente en la organización y directrices del proyecto; se marchó en   por desacuerdos con Wales. ​ Ese año, Wikipedia abarcaba   idiomas,   en   y   a finales de  . Wikipedia y Nupedia coexistieron hasta la extinción de la segunda en  . ​ Sin embargo, la posibilidad de utilizar publ	es
79	icidad en Wikipedia provocó una reacción de parte de los contribuyentes de la Wikipedia en español, motivo que llevó a la creación de la Enciclopedia Libre Universal en Español en febrero de  . ​ Este episodio podría haber impulsado a su vez la determinación de no utilizar publicidad, la creación de la Fundación Wikimedia y el cambio al nuevo url. ​Existen tres características esenciales del proyecto Wikipedia que definen en conjunto su función en la web. El lema «La enciclopedia libre que todos pueden editar» explica los tres principios: ​De las   ediciones, veintinueve superan los     artículos: inglés, sueco, alemán, neerlandés, francés, cebuano, ruso, samareño, italiano, españ	es
80	ol, polaco, vietnamita, japonés, portugués, chino, ucraniano, catalán, persa, serbocroata, noruego, árabe, finés, húngaro, indonesio, rumano, checo, coreano, serbio y malayo.La versión en alemán ha sido distribuida en DVD-ROM, y se tiene la intención de hacer una versión inglesa en DVD con más de   artículos. ​ Muchas de sus ediciones han sido replicadas a través de Internet —mediante «espejos»— y han dado origen a enciclopedias derivadas —bifurcaciones— en otros sitios web. ​Según su cofundador, Jimmy Wales, el proyecto constituye «un esfuerzo para crear y distribuir una enciclopedia libre, de la más alta calidad posible, a cada persona del planeta, en su idioma», para lograr «un	es
81	mundo en el que cada persona del planeta tenga acceso libre a la suma de todo el saber de la humanidad». ​ Se desarrolla en el sitio Wikipedia.org haciendo uso de un software wiki —término originalmente usado para el WikiWikiWeb—.Se han iniciado otros varios proyectos de enciclopedia con formato wiki, en gran parte bajo una filosofía diferente de la apertura y el modelo editorial del «punto de vista neutral» desarrollado por Wikipedia. Por ejemplo, Wikinfo, uno de los portales web, no requiere un punto de vista neutral y permite la investigación original. ​ También hubo nuevos proyectos inspirados en Wikipedia —como Citizendium, Scholarpedia, Conservapedia, y Knol de Google ​— do	es
82	nde algunos de los aspectos que son fundamentales en Wikipedia se abordan de manera diferenciada, como las políticas de revisión por pares, la investigación original, y la publicidad comercial.La Wikipedia en español, creada meses después, heredó el nombre. Tras una votación realizada entre septiembre y noviembre de   por parte de los usuarios de esta, se decidió seguir con el mismo término. En la votación se barajaron los siguientes nombres —por orden de popularidad—: Librepedia, Huiquipedia, Uiquipedia, Güiquipedia, Viquipedia, Ñiquipedia, Velozpedia, Limonpedia, Güisquipedia y Velocipedia. ​Según un estudio realizado por la revista Nature en  , «Wikipedia alcanzaba a la Enciclo	es
83	pedia Británica» en calidad, ​ aunque existe controversia sobre este asunto. ​ ​ Además, sus contenidos están disponibles en formato impreso. ​ ​Han existido y existen muchas enciclopedias en línea que compitieron con Wikipedia, como Microsoft Encarta y Encyclopædia Britannica; sin embargo, ninguna ha logrado el mismo éxito que Wikipedia. ​ ​ Pese a su competición, la enciclopedia ha atraído la atención de otras tradicionales influidas popularmente. ​La palabra Wikipedia, nombre propio acuñado por Larry Sanger a principios de  , es la contracción de wiki, una tecnología para crear sitios web colaborativos, procedente a su vez de wikiwiki, 'rápido' en hawaiano, ​ y encyclopedia, 'e	es
84	nciclopedia' en inglés. ​ Este nombre se pronuncia en inglés como      o AFI:    .	es
0	Op   juni   werd de jaarlijkse Prinses van Asturiëprijs voor internationale samenwerking toegekend aan Wikipedia. Wikipedia zou censuur willen vermijden. Zo werd op de Duitstalige Wikipedia geweigerd om de naam van een overleden hack	nl
1	er te verwijderen toen de familie daarom vroeg.  Ook werd een platenhoes niet verwijderd nadat een Britse organisatie die hoes als kinderpornografie had bestempeld, waardoor in grote delen van het Verenigd Koninkrijk Wikipedia niet m	nl
2	eer bereikbaar was.  Turkije blokkeerde op   april   de toegang tot alle talenversies van Wikipedia nadat de encyclopedie had geweigerd sommige inhoud te verwijderen.   Niettemin werd in   wel informatie verwijderd over de ontvoering	nl
3	van David S. Rohde door de taliban, omdat volgens de New York Times zijn leven in gevaar kon komen door het bekendmaken van de ontvoering. In Het Financieele Dagblad verscheen in   een artikel waarin werd gesteld dat Wikipedia negat	nl
4	ief bijdraagt aan de economische groei.   Wikipedia werd al eerder gezien als een oneerlijke concurrent voor traditionele encyclopedieën. Nicholas Carr viel in The amorality of Web  .    websites met gebruikersbijdragen als Wikipedia	nl
5	"aan, omdat ze beroepsschrijvers   het brood uit de mond kunnen stoten, want ""gratis wint altijd van kwaliteit"". Carr schreef: ""De geestdriftige visioenen van Web  .  gaan er stilzwijgend van uit dat de amateur de overhand krijgt. Ma"	nl
6	"ar ik kan me niets angstaanjagenders voorstellen"".  Anderen bestrijden dat Wikipedia of iets dergelijks de traditionele publicaties volledig gaat verdringen. Chris Anderson, hoofdredacteur van Wired Magazine, beweerde in het natuurwe"	nl
7	tenschappelijke tijdschrift Nature dat Wikipedia met haar gebruik van groepsverstand   de wetenschappelijke toptijdschriften niet zal vervangen, vanwege de andere rol en strenge procedures voor collegiale toetsing van die tijdschrift	nl
8	"en. Op   januari   kreeg de Wikipediagemeenschap de Erasmusprijs toegekend, ""omdat zij de verspreiding van kennis heeft bevorderd door een allesomvattende, voor ieder toegankelijke encyclopedie op te zetten"".   Volgens de organisatie"	nl
9	van de prijs droeg Wikipedia door haar open karakter bij aan het besef dat bronnen van kennis niet neutraal zijn en steeds gewogen moeten worden. Met deze kritische aandacht sloot Wikipedia goed aan bij het gedachtegoed van Erasmus.	nl
10	Op   november   reikte koning Willem-Alexander deze prijs uit aan drie vertegenwoordigers van de gemeenschap. Bijdragers, meestal gebruikers genoemd, worden in principe geacht met niet meer dan één account tekst toe te voegen, te wi	nl
11	jzigen of te verwijderen.  Daardoor is de controle op de correctheid beter mogelijk. Het gebruiken van meerdere accounts   is aan beperkingen onderhevig.In   stemden de lezers van de website brandchannel.com voor Wikipedia als  de in	nl
12	"de lijst van merken, via het antwoord op de vraag ""Welk merk had de grootste invloed op onze levens in  ?""Het project Wikipedia begon met een conversatie tussen twee internetvrienden, Larry Sanger, hoofdredacteur van Nupedia en Ben"	nl
13	Kovitz, een computerprogrammeur en bèta-wetenschapper, op de avond van   januari   in San Diego  . Kovitz had al eerder te maken gehad met een ander soort wikiproject. Toen hij het basisconcept aan Sanger uitlegde, zag deze onmiddell	nl
14	ijk dat het wikiformat uitstekend geschikt zou zijn voor het opzetten van een opener, minder formeel project dan Nupedia.Vier maanden daarvoor hadden Sanger en zijn baas Jimmy Wales, president-directeur van Bomis, Inc., al eens versc	nl
15	hillende mogelijkheden besproken om naast Nupedia een opener, aanvullend project te beginnen. Het kostte Sanger dus niet veel moeite om Wales over te halen een wiki voor Nupedia op te zetten. Nupedia's eerste wiki ging online op   ja	nl
16	nuari  . Van de kant van de auteurs en redacteuren van Nupedia kwam echter het nodige protest tegen het plan om Nupedia zo nauw te associëren met een webpagina, gebaseerd op het wikiconcept. Daarom kreeg het nieuwe project per   janu	nl
